,Shop,Address,Latitude,Longitude,Borough
716,Fancy Funkin Chicken @ Market House,"443 Coldharbour Ln, Brixton, London SW9 8LN, UK",51.46140399999999,-0.114032,Lambeth
717,Favorite Chicken & Ribs,"239 Gipsy Rd, West Norwood, London SE27 9QY, UK",51.4276917,-0.0870512,Lambeth
718,Halal Vis Chicken,"242 Wandsworth Rd, Nine Elms, London SW8 2JS, UK",51.47476109999999,-0.1321063,Lambeth
719,JJ Chicken Express,"134 Stockwell Rd, Stockwell, London SW9 9HR, UK",51.4678781,-0.1186146,Lambeth
720,KFC,"467 Brixton Rd, Brixton, London SW9 8HH, UK",51.4615512,-0.1150275,Lambeth
721,KFC,"116 Streatham High Rd, Streatham, London SW16 1BW, UK",51.43417549999999,-0.1286395,Lambeth
722,KFC,"489 Norwood Rd, West Norwood, London SE27 9NJ, UK",51.4357104,-0.104063,Lambeth
723,Lion's Fried Chicken,"Upper Norwood, London SE19 1TQ, United Kingdom",51.4198494,-0.0825129,Lambeth
724,M M Fried Chicken,"274a Norwood Rd, West Norwood, London SE27 9AJ, UK",51.436757,-0.105206,Lambeth
725,Maxin Chicken,"272 Knight's Hill, West Norwood, London SE27 0QP, UK",51.4228612,-0.1058389,Lambeth
726,Mm best fried chicken And Pizza,"27 Streatham Vale, Streatham, London SW16 5SE, UK",51.417246,-0.1367383,Lambeth
727,Mori Fried Chicken,"Tulse Hill, London SW2 3DJ, United Kingdom",51.4404303,-0.1062982,Lambeth
728,Morley's Stockwell,"59 Stockwell Rd, Stockwell, London SW9 9UA, UK",51.4696042,-0.1197624,Lambeth
729,Morley's Streatham,"46B Sunnyhill Rd, Streatham, London SW16 2UH, UK",51.4304336,-0.1282484,Lambeth
730,Morley's Streatham,"14 Greyhound Ln, Streatham, London SW16 5SD, UK",51.4185378,-0.1344363,Lambeth
731,Morlys Streatham High Road,"Hopton Parade, Streatham High Rd, Streatham, London SW16 6EP, UK",51.42529769999999,-0.1305138,Lambeth
732,Other Side Fried,"Pop Brixton, 49 Brixton Station Rd, Brixton, London SW9 8PQ, UK",51.4635255,-0.1123267,Lambeth
733,Peri Peri Chicken Bites,"242 Wandsworth Rd, Nine Elms, London SW8 4ES, UK",51.4748247,-0.132253,Lambeth
734,Roosters Clapham High Street,"140 Clapham High St, Clapham, London SW4 7UH, UK",51.46279730000001,-0.1357623,Lambeth
735,Roosters Piri Piri,"118 Streatham Hill, Streatham, London SW2 4TX, UK",51.4401301,-0.1260079,Lambeth
736,Roosters Spot,"161 S Lambeth Rd, Stockwell, London SW8 1XW, UK",51.4777565,-0.1232302,Lambeth
737,Shalamar,"3 The Pavement, Clapham, London SW4 0HY, UK",51.4619265,-0.138228,Lambeth
738,Tennessee Express,"40 Vauxhall St, Lambeth, London SE11 5LT, UK",51.4891587,-0.1175265,Lambeth
739,Thunderbird Fried chicken,"Market Row, Brixton, London SW9 8LB, UK",51.4619767,-0.1133632,Lambeth
740,Bose Fried Chicken,"Forest Hill, London SE26 4QJ, United Kingdom",51.4317071,-0.0602215,Lewisham
741,Brix Fried Chicken,"47 Brockley Rise, Forest Hill, London SE23 1JG, UK",51.4442163,-0.0428388,Lewisham
742,Chick Chicken,"5A Clifton Rise, New Cross, London SE14 6EP, UK",51.47599049999999,-0.037039,Lewisham
743,Chick Chicken,"81 Rushey Green, Catford, London SE6 4AF, UK",51.4480647,-0.0174428,Lewisham
744,Chicken Palace,"136 Marvels Ln, London SE12 9PG, UK",51.4338437,0.0271768,Lewisham
745,Fantastic Morley,"95 Endwell Rd, Brockley, London SE4 2NF, UK",51.4658021,-0.0381792,Lewisham
746,Fantastic Morley chicken,"Stanstead Rd, Forest Hill, London SE23 1JB, UK",51.442434,-0.0345573,Lewisham
747,Favorable,"41 Burnt Ash Hill, Lee, London SE12 0AE, UK",51.4481137,0.0135606,Lewisham
748,Favorite Chicken & Ribs,"Station Buildings, Catford Rd, Catford, London SE6 4QZ, UK",51.4447203,-0.023311,Lewisham
749,Favorite Chicken & Ribs,"358 Verdant Ln, London SE6 1TP, UK",51.43396680000001,0.009240199999999999,Lewisham
750,Favorite Chicken & Ribs,"487 Bromley Rd, Bromley BR1 4PQ, UK",51.4237939,-0.0032868,Lewisham
751,Favourable Chicken,"11 Staplehurst Rd, Hither Green, London SE13 5ND, UK",51.45285399999999,-0.0008954999999999999,Lewisham
752,Ferfect Fried Chicken,"24 London Rd, Forest Hill, London SE23 3HF, UK",51.439502,-0.0548638,Lewisham
753,Forest Grill,"52a London Rd, Forest Hill, London SE23 3HF, UK",51.43993769999999,-0.0558863,Lewisham
754,Krispies,"114 Hither Green Ln, London SE13 6QA, UK",51.453706,-0.008466,Lewisham
755,M M Fried Chicken,"101 Dartmouth Rd, Forest Hill, London SE23 3HT, UK",51.4360307,-0.05513000000000001,Lewisham
756,M M Fried Chicken,"297 Sydenham Rd, London SE26 5EW, UK",51.4272921,-0.04052720000000001,Lewisham
757,Metro's Fried Chicken - Ladywell,"Lewisham, London SE13 7UZ, United Kingdom",51.4566172,-0.0206231,Lewisham
758,Metro's Fried Chicken Catford,"21 Rushey Green, Catford, London SE6 4AS, UK",51.4498712,-0.0166473,Lewisham
759,Metro's Fried Chicken Deptford,"145 Brookmill Rd, London SE8 4JH, UK",51.4685339,-0.0186491,Lewisham
760,Monleys,"337 Stanstead Rd, London SE6 4UE, UK",51.44209799999999,-0.0329853,Lewisham
761,Morley's Bellingham,"50 Randlesdown Rd, Bellingham, London SE6 3BT, UK",51.4322738,-0.0216686,Lewisham
762,Morley's Bromley Road,"213 Bromley Rd, Catford, London SE6 2PG, UK",51.4338942,-0.0173377,Lewisham
763,Morley's Catford,"75 Dowanhill Rd, London SE6 1SY, UK",51.4400814,-0.0061944,Lewisham
764,Morley's Deptford,"74 Loampit Vale, London SE13 7SN, UK",51.4648145,-0.0163326,Lewisham
765,Morley's Forest Hill,"5 Westbourne Dr, Forest Hill, London SE23 2ND, UK",51.43990040000001,-0.0510458,Lewisham
766,Morley's Fried Chicken New Cross,"289 New Cross Rd, New Cross, London SE14 6AS, UK",51.4754984,-0.038437,Lewisham
767,Morley's Fried Chicken Perry Hill,"5 St George's Parade, Perry Hill, London SE6 4DT, United Kingdom",51.4389109,-0.0332485,Lewisham
768,Morley's Fried Chicken Rushey Green,"165 Rushey Green, Catford, London SE6 4BD, UK",51.4453026,-0.019532,Lewisham
769,Morley's Fried Chicken Sandhurst Road,"Sandhurst Rd, Catford, London SE6 1DH, UK",51.4420027,-0.009694200000000002,Lewisham
770,Morley's Lee,"9 Burnt Ash Hill, Lee, London SE12 0AA, UK",51.449253,0.0130806,Lewisham
771,Morleys Fried Chicken Brockley Rise,"123 Brockley Rise, Forest Hill, London SE23 1JP, UK",51.4475206,-0.0419221,Lewisham
772,Morleys Fried Chicken Bromley,"453 Downham Way, Bromley BR1 5HS, UK",51.4279427,0.0132347,Lewisham
773,Morleys Fried Chicken Peckham,"901 Old Kent Rd, London SE15 1NL, UK",51.4786412,-0.0539155,Lewisham
774,Mowley's New Cross,"491 New Cross Rd, New Cross, London SE14 6TQ, UK",51.4751896,-0.0271828,Lewisham
775,Paranhodu Korean Restaurant,"125 Lewisham Way, New Cross, London SE14 6QJ, UK",51.472505,-0.0315132,Lewisham
776,Perfect Chicken,"263 Bromley Rd, Catford, London SE6 2RA, UK",51.4325555,-0.0168515,Lewisham
777,Perfect Fried Chicken,"16 Loampit Hill, London SE13 7SW, UK",51.4659311,-0.0192559,Lewisham
778,Perfect Fried Chicken,"108 Deptford High St, Deptford, London SE8 4BX, UK",51.4779555,-0.0258576,Lewisham
779,Perfect Fried Chicken,"445 Brockley Rd, Brockley, London SE4 2PJ, UK",51.4528725,-0.0384527,Lewisham
780,Perfect Fried Chicken,"644A Downham Way, Bromley BR1 5HN, UK",51.4305525,0.0206827,Lewisham
781,Perfect Fried Chicken London,"341 New Cross Rd, New Cross, London SE14 6AT, UK",51.4758254,-0.0358642,Lewisham
782,Perfect Fried Chicken Wings Chicken Burgers,"London SE14 5AH, United Kingdom",51.4747223,-0.04626,Lewisham
783,Quality chicken and ribs,"311 Baring Rd, Grove Park, London SE12 0DZ, UK",51.43039109999999,0.0214356,Lewisham
784,Southend Fried Chicken,"305 Southend Ln, London SE6 3ND, UK",51.427233,-0.0301427,Lewisham
785,Tastie Chicken,"167 Lewisham High St, Lewisham, London SE13 6AA, UK",51.4603524,-0.0108794,Lewisham
786,Tennessee Kebab shop,"276 Lee High Rd, Lewisham, London SE13 5PJ, UK",51.4585157,0.0035252,Lewisham
787,The Best Kebab & Fried Chicken,"19 Burnt Ash Rd, Lee, London SE12 8RG, UK",51.4556313,0.0117015,Lewisham
788,The Village Chicken Hut,"222 Algernon Rd, Lewisham, London SE13 7UZ, UK",51.45691189999999,-0.0199807,Lewisham
789,Chick and Beers,"282 Burlington Rd, New Malden KT3 4NL, UK",51.4001189,-0.2386275,Merton
790,Chicken & Grill Express,"188 High St, Wimbledon, London SW19 2BN, UK",51.4243768,-0.2159079,Merton
791,Chicken & Grill Express,"188 High Street Colliers Wood, Colliers Wood, London SW19 2BN, UK",51.418199,-0.178305,Merton
792,Chicken Circle,"295-297 Mitcham Rd, Tooting, London SW17 9JQ, UK",51.421433,-0.160642,Merton
793,Chicken Cottage Wimbledon,"393 Durnsford Rd, Wimbledon, London SW19 8EE, UK",51.43925280000001,-0.1969549,Merton
794,Chicken Trio,"33 High Street Colliers Wood, Colliers Wood, London SW19 2JE, UK",51.4207931,-0.1753788,Merton
795,Chicken World Mitcham,"345 London Rd, Mitcham CR4 4BE, UK",51.3998294,-0.1698623,Merton
796,Dallas Chicken & Ribs,"102 Green Ln, Morden SM4 6SS, UK",51.3892183,-0.196431,Merton
797,Dallas London,"240 Merton High St, South Wimbledon, London SW19 1AU, UK",51.4157374,-0.1922665,Merton
798,Favorite Chicken & Ribs,"37 London Rd, Tooting, London SW17 9JR, UK",51.4191961,-0.1616902,Merton
799,Favorite Chicken & Ribs Raynes Park,"Station Buildings, Coombe Ln, Wimbledon, London SW20 8NE, UK",51.4094046,-0.2296576,Merton
800,Galitos Piri Piri Morden,"6 Morden Court Parade, London Rd, Morden SM4 5HJ, United Kingdom",51.3999561,-0.1965326,Merton
801,KFC,"81-83 The Broadway, Wimbledon, London SW19 1QE, UK",51.41948259999999,-0.2023941,Merton
802,Kentiss,"Fairgreen Parade, 12 London Rd, Mitcham CR4 3NA, UK",51.4052109,-0.1645229,Merton
803,King Peri Peri Chicken & Pizza,"50 Central Rd, Morden SM4 5RP, UK",51.3974462,-0.1897535,Merton
804,MM Fried Chicken shop,"205 Streatham Rd, Mitcham CR4 2AJ, UK",51.4169534,-0.1518876,Merton
805,Mario's Fried Chicken & Grill,"19 Rowan Rd, Streatham, London SW16 5JF, UK",51.4093203,-0.1422788,Merton
806,Morden Brook,"Lower Morden Ln, Morden SM4 4SS, UK",51.3910916,-0.2219813,Merton
807,Morley's Mitcham Eastfields,"71 Eastfields Rd, Mitcham CR4 2LS, UK",51.4082531,-0.15522,Merton
808,Tasty Chicken,"Mitcham CR4 2JB, United Kingdom",51.4081943,-0.1629875,Merton
809,Tennesee Express,"242 Merton Rd, South Wimbledon, London SW19 1EQ, UK",51.415904,-0.192321,Merton
810,Ahmed's Fried Chicken & GRILL,"61 Vicarage Ln, London E15 4HG, UK",51.540312,0.010873,Newham
811,Alif Chicken & Pizza,"184 The Grove, London E15 1NS, UK",51.5450445,0.004336200000000001,Newham
812,Burj Chicken & Pizza Shop,"22 W Ham Ln, London E15 4SA, UK",51.53894589999999,0.0044255,Newham
813,Chicken Klub,"5 Pier Rd, Royal Docks, London E16 2JJ, UK",51.4998049,0.0633238,Newham
814,Chicken Village London,"105 Plaistow Rd, London E15 3ET, UK",51.5338013,0.011161,Newham
815,Chubby Chicken,"142 Church Rd, Manor Park, London E12 6HL, UK",51.5488493,0.0606979,Newham
816,Daily Fry & Spice,"426 Katherine Rd, Forest Gate, London E7 8NP, UK",51.543251,0.036804,Newham
817,Dallas Fried Chicken and Ribs,"157 Barking Rd, Canning Town, London E16 4HQ, UK",51.5179971,0.0127545,Newham
818,Dixy Chicken,"771 Romford Rd, Manor Park, London E12 5AN, UK",51.5518842,0.0503033,Newham
819,Dixy Chicken,"282 Barking Rd, East Ham, London E6 3BA, UK",51.53244340000001,0.05147069999999999,Newham
820,Dixy Fried Chicken,"370 High St N, Manor Park, London E12 6PH, UK",51.5447081,0.0497489,Newham
821,Dixy Fried Chicken,"907 Romford Rd, Manor Park, London E12 5JT, UK",51.5541937,0.0571578,Newham
822,E12 Chicken and Pizza,"817 Romford Rd, Manor Park, London E12 6EA, UK",51.55243609999999,0.05259059999999999,Newham
823,East Ham Fried Chicken,"17 High St S, East Ham, London E6 6EN, UK",51.5314272,0.0556953,Newham
824,FFC Canning Town,"52 Hermit Rd, Canning Town, London E16 4LF, UK",51.51999559999999,0.0122242,Newham
825,Favorite Chicken & Ribs,"547 Barking Rd, Plaistow, London E13 9EZ, UK",51.5266639,0.030151,Newham
826,Grill N Thrill,"80 Plashet Rd, Upton Park, London E13 0RQ, UK",51.5373557,0.02850049999999999,Newham
827,King Roster Fried Chicken & Chips Shop,"Boundary Rd, London E13 9QF, UK",51.5246732,0.0391522,Newham
828,Krispy Fried Chicken,"Alma St, London E15 1QE, UK",51.5465157,-0.0005087,Newham
829,Le Royal,"387 Prince Regent Ln, London E16 3JP, UK",51.5133652,0.031943,Newham
830,Mighty Chicken & Ribs London,"111-113 Leytonstone Rd, London E15 1JA, UK",51.5482854,0.005397,Newham
831,"Moubon - Fried Chicken, Pizza, Burgers, Wraps & Indian Take Away","3DW, 111 Central Park Rd, East Ham, London E6 3DW, UK",51.5287848,0.0434122,Newham
832,PAPA'S Chicken,"37A Woodgrange Rd, Forest Gate, London E7 8BA, UK",51.5480037,0.0249995,Newham
833,PFC Chicken & Grill,"801 Romford Rd, Manor Park, London E12 5AN, UK",51.55228220000001,0.051807,Newham
834,Pepe's Piri Piri,"135 High St N, East Ham, London E6 1HZ, UK",51.5369249,0.0518234,Newham
835,Perfect Chicken,"11 Vicarage Ln, London E6 6AD, UK",51.52682799999999,0.06110989999999999,Newham
836,Perfect Fried Chicken,"50 Woodgrange Rd, Forest Gate, London E7 0QH, UK",51.5488635,0.0250371,Newham
837,Perfect Fried Chicken,"Stratford Housing, The Grove, London E15 1NS, UK",51.5429901,0.003449,Newham
838,Plaistow Fried Chicken and Pizza,"8A High St, Plaistow, London E13 0AJ, UK",51.53094830000001,0.0196314,Newham
839,Plaistow Pizza & Chicken,"8 High St, Plaistow, London E13 0AJ, UK",51.5309373,0.0196663,Newham
840,Rotisserie - Grilled Chicken,"Excel, 1 Western Gateway, Royal Docks, London E16 1XL, UK",51.5082289,0.0293296,Newham
841,Royal Chicken London,"12 Plashet Grove, East Ham, London E6 1AE, UK",51.5372435,0.0352606,Newham
842,Sam's Fried Chicken,"389 Barking Rd, East Ham, London E6 2JT, UK",51.5333073,0.0548623,Newham
843,Silvertown Chicken Spot,"2 Albert Rd, Royal Docks, London E16 2DW, UK",51.50222429999999,0.0460152,Newham
844,Southern Fried Chicken,"580 Barking Rd, Plaistow, London E13 9JU, UK",51.526621,0.030738,Newham
845,Southern Fried Chicken,"Plaistow, London E13 8EQ, United Kingdom",51.5200487,0.0173525,Newham
846,Tasty Chicken Hut,"442 Barking Rd, East Ham, London E6 2SA, UK",51.5336748,0.0626481,Newham
847,Tennessee Fried Chicken,"228 High St N, Manor Park, London E12 6SB, UK",51.5403367,0.0509615,Newham
848,The Robin Hood Thai Restaurant,"Epping New Rd, Loughton IG10 4AA, UK",51.6557973,0.0398954,Newham
849,Woody's,"207 High St N, East Ham, London E6 1JG, UK",51.5391979,0.05097169999999999,Newham
850,Al-Mustafa Spicy Chicken,"237 Cranbrook Rd, Ilford IG1 4TD, UK",51.56341,0.067203,Redbridge
851,Chesters Great Tasting Chicken,"173 Ilford Ln, Ilford IG1 2RT, UK",51.5529918,0.073664,Redbridge
852,Chesters Ilford,"705 High Rd, Ilford IG3 8RH, UK",51.5650789,0.1015565,Redbridge
853,Chestersway Chicken Ilford,"327 Ley St, Ilford IG1 4AA, UK",51.56414299999999,0.082761,Redbridge
854,Chicken Corner,"59 Green Ln, Ilford IG1 1XG, UK",51.559107,0.08526399999999999,Redbridge
855,Chicken Cottage South Woodford,"71 High Rd, South Woodford, London E18 2QP, UK",51.5942976,0.0221652,Redbridge
856,Chicken House,"661 High Rd, Ilford IG3 8RA, UK",51.5645399,0.0989723,Redbridge
857,Chicken Hut Ilford,"83 Ilford Hill, Ilford IG1 2DG, UK",51.5585941,0.06982089999999999,Redbridge
858,Chicks Chicken & Pizza,"12 High St, Ilford IG6 2DF, UK",51.5888985,0.08143199999999999,Redbridge
859,Chunky Chicken and Pizza,"1 Mulberry Way, South Woodford, London E18 1EB, UK",51.592264,0.028232,Redbridge
860,Dixy Chicken,"79 Ilford Hill, Ilford IG1 2DG, UK",51.558497,0.0697337,Redbridge
861,Dixy Fried Chicken & Pizza,"67 High St, Ilford IG6 2AF, UK",51.5904302,0.0820461,Redbridge
862,Favorite Chicken & Ribs,"Rex Parade, 2, Snakes Ln E, Woodford Green IG8 7HU, United Kingdom",51.6079473,0.0370108,Redbridge
863,Favourite Chicken & Ribs Ilford,"385 Eastern Ave, Ilford IG2 6LR, UK",51.5764917,0.0677083,Redbridge
864,Flavours Caribbean,"2, Jubilee Market, Saint Barnabas Road, Woodford, Woodford Green IG8 7BZ, United Kingdom",51.6075606,0.0360929,Redbridge
865,Gul's Grill,"218 Redbridge Ln E, Ilford IG4 5BQ, UK",51.5769866,0.045978,Redbridge
866,KFC,"157 High St, Ilford IG6 2AJ, UK",51.592757,0.084025,Redbridge
867,Morley's Fried Chicken,"Grays Corner, 19 Ley St, Ilford IG2 7RQ, UK",51.5730949,0.0834355,Redbridge
868,Munchies Fried Chicken & Pizza,"319 High Rd, Dagenham, Ilford IG1 1NR, UK",51.5605993,0.08115010000000002,Redbridge
869,Original Fried Chicken,"693 High Rd, Ilford IG3 8RH, UK",51.56488359999999,0.1008442,Redbridge
870,Pizza Hot Fried Chicken,"311 High Rd, Ilford IG1 1NR, UK",51.5606607,0.0809063,Redbridge
871,S S S Chicken Base Takeaway,"12 Goodmayes Ln, Ilford IG3 9SG, UK",51.5628277,0.1097485,Redbridge
872,SSS Chicken & Pizza,"825 High Rd, Ilford IG3 8TD, UK",51.56653619999999,0.108877,Redbridge
873,Tasty Chicken,"619 High Rd, Ilford IG3 8RE, UK",51.5639165,0.0972251,Redbridge
874,Yummy Chicken,"12 Goodmayes Rd, Ilford IG3 9UN, UK",51.5663425,0.1104183,Redbridge
875,米 kome japanese sushi,"610 Chigwell Rd, Woodford, Woodford Green IG8 8AA, UK",51.6057086,0.0510093,Redbridge
876,ASK Italian,"58-62 The Green, Twickenham TW2 5AB, UK",51.444499,-0.3421839,Richmond upon Thames
877,Byron,"26 Hill St, London TW9 1TW, UK",51.4589242,-0.3057997,Richmond upon Thames
878,Chicken City,"388 Richmond Rd, Twickenham TW1 2DY, UK",51.4556644,-0.3098977,Richmond upon Thames
879,China Garden,"110A High St, Teddington TW11 8JD, UK",51.42723729999999,-0.3284832,Richmond upon Thames
880,KFC,"7 King St, Twickenham TW1 3SD, UK",51.4460899,-0.3283523,Richmond upon Thames
881,La Fiamma,"Old Park House, Hampton Ct Rd, East Molesey KT8 9BY, United Kingdom",51.4068812,-0.3385917,Richmond upon Thames
882,Revolution London - Richmond,"4 Whittaker Ave, Richmond TW9 1EH, UK",51.45858,-0.30758,Richmond upon Thames
883,Ribs & Burgers Teddington,"4 Broad St, Teddington TW11 8RF, UK",51.4260192,-0.3395105,Richmond upon Thames
884,Richmond Vault Beer Cellar & Restaurant,"5 Hill St, Richmond TW9 1SX, UK",51.459385,-0.306334,Richmond upon Thames
885,Sam's Chicken,"339 Upper Richmond Rd W, East Sheen, London SW14 8QR, UK",51.46478,-0.264931,Richmond upon Thames
886,Taberu Kingston,"35 High St, Hampton Wick, Kingston upon Thames KT1 4DA, UK",51.412603,-0.311149,Richmond upon Thames
887,The Hogarth,"58 Broad St, Teddington TW11 8QY, UK",51.42585,-0.336763,Richmond upon Thames
888,The Prince Albert,"30 Hampton Rd, Twickenham TW2 5QB, UK",51.4421392,-0.3442193,Richmond upon Thames
889,The Wharf,"Manor Rd, Teddington TW11 8BG, United Kingdom",51.4308774,-0.3252166,Richmond upon Thames
890,The White Cross,"Riverside, Richmond TW9 1TH, UK",51.4589375,-0.3083072,Richmond upon Thames
891,Wagamama,"3 Hill St, Richmond TW9 1SX, UK",51.4594228,-0.3064330000000001,Richmond upon Thames
892,AFC Fried Chicken,"10a Peckham Park Rd, London SE15 6TW, UK",51.4830149,-0.0654727,Southwark
893,C F C Fried Chicken,"133 Commercial Way, Peckham, London SE15 6DB, UK",51.47748,-0.07149599999999999,Southwark
894,Camberwell Grilled Chicken,"Camberwell, London SE5 0RW, United Kingdom",51.47423819999999,-0.0939501,Southwark
895,Chick chicken,"113A Peckham High St, Peckham, London SE15 5SE, UK",51.47407,-0.06829099999999999,Southwark
896,Chicken Cottage,"278 Walworth Rd, Walworth, London SE17 2TE, UK",51.4873632,-0.0955082,Southwark
897,Chicken Cottage London Bridge,"62 Borough High St, London Bridge St, London SE1 1XF, UK",51.50401799999999,-0.0912151,Southwark
898,Chicken Express,"152 Lower Rd, London SE16 2UG, UK",51.492656,-0.04651,Southwark
899,Chicken Express,"53 Denmark Hill, Camberwell, London SE5 8RS, UK",51.4717802,-0.0928205,Southwark
900,Elite Peri Peri,"170 Jamaica Rd, Bermondsey, London SE16 4DA, UK",51.4982017,-0.0627635,Southwark
901,FUSION GRILL,"233 Waterloo Rd, South Bank, London SE1 8XH, UK",51.49974,-0.106772,Southwark
902,Grilled Chicken,"138 Rye Ln, Peckham, London SE15 4RZ, UK",51.46845219999999,-0.0676729,Southwark
903,King Flavor Chicken London,"153 East St, London SE17 2SB, UK",51.4896618,-0.0889162,Southwark
904,King Valley Fried Chicken House,"56 Gibbon Rd, London SE15 3XE, UK",51.4665519,-0.051711,Southwark
905,Kinglake Fried Chicken,"109 Kinglake St, London SE17 2RD, UK",51.4873978,-0.0816619,Southwark
906,Lions Fried Chicken London,"161-163 Queen's Rd, Peckham, London SE15 2ND, UK",51.4734512,-0.0567716,Southwark
907,Maxy's Fried Chicken,"175 New Kent Rd, Elephant and Castle, London SE1 4AG, UK",51.4942832,-0.09192249999999999,Southwark
908,Merlie Fried Chicken,"99 Southampton Way, Camberwell, London SE5 7SX, UK",51.47872049999999,-0.0860416,Southwark
909,Morley's Chicken Shop,"275 Southwark Park Rd, Bermondsey, London SE16 3TP, UK",51.4922571,-0.0614263,Southwark
910,Morley's Herne Hill,"25 Norwood Rd, Herne Hill, London SE24 9AA, UK",51.4519635,-0.1011983,Southwark
911,Morley's London,"163 Rye Ln, Peckham, London SE15 4TL, UK",51.4685916,-0.0674375,Southwark
912,Morley's chicken Kent Road,"161 New Kent Rd, London SE1 4AG, UK",51.4942977,-0.09242629999999999,Southwark
913,Morleys Fried Chicken,"10 Peckham High St, Peckham, London SE15 5DT, UK",51.47357359999999,-0.07278540000000001,Southwark
914,Morleys Fried Chicken Peckham,"189 Queen's Rd, Peckham, London SE15 2ND, UK",51.4734107,-0.0559226,Southwark
915,Morleys Fried Chicken Southwark,"60 Great Dover St, London SE1 4YF, UK",51.49741290000001,-0.0897582,Southwark
916,Morleys Walworth Road,"98 East St, Walworth, London SE17 2DQ, UK",51.4888168,-0.0916705,Southwark
917,Mother Clucker,"FLAT IRON SQUARE, Union St, London SE1 1TD, UK",51.50420219999999,-0.0952156,Southwark
918,New Dixie Grill Peckham,"16 Peckham High St, Peckham, London SE15 5DT, UK",51.4734621,-0.07242889999999999,Southwark
919,Original Peri Peri Chicken,"69 Morley St, Newington, London SE1 7QZ, UK",51.499206,-0.109008,Southwark
920,Other Side Fried,"Peckham Levels, 95A Rye Ln, Peckham, London SE15 4ST, UK",51.4707443,-0.0680643,Southwark
921,PFC,"219 Camberwell New Rd, Camberwell, London SE5 0TJ, UK",51.4776691,-0.1015904,Southwark
922,Perfect Chicken,"259 Old Kent Rd, London SE1 5LU, UK",51.4895343,-0.0788603,Southwark
923,Perfect Fried Chicken,"Lordship Ln, East Dulwich, London SE22 8JG, UK",51.4530615,-0.0772866,Southwark
924,Peri Peri Grill,"225 Camberwell New Rd, Camberwell, London SE5 0TH, UK",51.4773259,-0.1006368,Southwark
925,Rooster's Hut London,"177 Rye Ln, Peckham, London SE15 4TP, UK",51.46816459999999,-0.06713,Southwark
926,All Bar One Sutton,"2 Hill Rd, Sutton SM1 1DZ, UK",51.3621337,-0.1934634,Sutton
927,Chicken Express,"Worcester Park KT4 8RF, United Kingdom",51.37988499999999,-0.2437403,Sutton
928,Chicken Hut,"387 Croydon Rd, Croydon CR0 3HP, UK",51.3673384,-0.153139,Sutton
929,Chicken Land,"260 High St, Sutton SM1 1PG, UK",51.3677641,-0.1948553,Sutton
930,Chicken World Sutton,"37 Stonecot Hill, Sutton SM3 9HH, UK",51.3844413,-0.2127609,Sutton
931,Chicken is standerd,"21 The Broadway, Croydon CR0 4QR, UK",51.3668888,-0.1318848,Sutton
932,Favorite Chicken & Ribs,"512 London Rd, Sutton SM3 8HW, UK",51.3713406,-0.227292,Sutton
933,Favorite Chicken & Ribs,"371 Green Wrythe Ln, Carshalton SM5 1JQ, UK",51.3842183,-0.1741128,Sutton
934,Favorite Chicken & Ribs,"50 Stafford Rd, Wallington SM6 9AY, UK",51.3585319,-0.145223,Sutton
935,Fish R Us,"The Market, 17 Wrythe Ln, Sutton, Carshalton SM5 1AG, UK",51.3830141,-0.1880662,Sutton
936,Food Angels,"360 Middleton Rd, Carshalton SM5 1HA, UK",51.3846658,-0.1749736,Sutton
937,KFC,"114 Central Rd, Worcester Park KT4 8DU, UK",51.378871,-0.2418617,Sutton
938,KFC,"56 The Market, Sutton SM1 3HE, UK",51.383167,-0.1901338,Sutton
939,KFC,"200-202 High St, Sutton SM1 1NR, UK",51.366117,-0.194161,Sutton
940,Kokoro Sutton,"162 High St, Sutton SM1 1LX, UK",51.3646866,-0.1935485,Sutton
941,Koleey,"Mollison Square, Wallington SM6 9DA, UK",51.3534012,-0.1343946,Sutton
942,Millennium Fish Bar And Southern Fried Chicken,"150 Stanley Park Rd, Carshalton SM5 3JG, UK",51.3548315,-0.1627773,Sutton
943,Morley's Sutton,"362 High St, Sutton SM1 1QE, UK",51.3709353,-0.1945055,Sutton
944,Morleys Fried Chicken,"220 Croydon Rd, Mitcham, Wallington, Croydon CR0 3JJ, UK",51.3679434,-0.1324152,Sutton
945,Number One Thai Restaurant,"1 Cheam Rd, Sutton SM1 1SN, UK",51.3611722,-0.1925994,Sutton
946,O'Neill's Sutton,"37 High St, Sutton SM1 1DJ, UK",51.3610154,-0.1922471,Sutton
947,Original Peri Peri Chicken,"394 Green Wrythe Ln, Carshalton SM5 1JF, UK",51.3843031,-0.1736834,Sutton
948,Royal Fried Chicken,"9 Green Wrythe Ln, Carshalton SM5 2DS, UK",51.3728161,-0.1685338,Sutton
949,"Taysti ( grill,fried chicken,burger)","204a Cheam Common Rd, Worcester Park KT4 8QJ, UK",51.3768398,-0.2369996,Sutton
950,The California,"267 Brighton Rd, Sutton SM2 5SU, UK",51.3441671,-0.1972708,Sutton
951,The Grange,"Beddington Park, London Rd, Wallington SM6 7BT, UK",51.37220550000001,-0.151203,Sutton
952,Time's Fried Chicken,"692 London Rd, Surrey SM3 9BY, UK",51.3759562,-0.2221643,Sutton
953,Absurd Bird Spitalfields,"54 Commercial St, Spitalfields, London E1 6LT, UK",51.5174472,-0.0733689,Tower Hamlets
