,Shop,Address,Latitude,Longitude,Borough
1386,Bentons,"118d High St, Hampton Hill, Hampton TW12 1NT, UK",51.4288299,-0.3541713,Richmond upon Thames
1387,Butter Beans,"Kew Rd, Richmond TW9 2ND, UK",51.46363119999999,-0.3016681,Richmond upon Thames
1388,By The Bridge,"424 Richmond Rd, Twickenham TW1 2EB, UK",51.4564323,-0.3084143,Richmond upon Thames
1389,Cafe Loris,"159A White Hart Ln, London SW13 0JP, UK",51.4660705,-0.2528488,Richmond upon Thames
1390,Cafe Mimmo,"27 Broad St, Teddington TW11 8QZ, UK",51.4261261,-0.3386577,Richmond upon Thames
1391,Cafe Pera,"36 Staines Rd, Twickenham TW2 5AH, UK",51.444112,-0.346938,Richmond upon Thames
1392,Cafe Torelli,"3 Royal Parade, Richmond TW9 3QD, UK",51.4780057,-0.2861994,Richmond upon Thames
1393,Caffe Paola,"9 Hill Rise, Richmond TW10 6UQ, UK",51.4579376,-0.3053621,Richmond upon Thames
1394,Caffè Nero,"47 Broad St, Teddington TW11 8QZ, UK",51.4261119,-0.3377277,Richmond upon Thames
1395,Caffè Nero,"15 London Rd, Twickenham TW1 3ST, UK",51.4471086,-0.3285616,Richmond upon Thames
1396,Caffè Nero,"7-8 The Square, London TW9 1DZ, UK",51.4614806,-0.3028248,Richmond upon Thames
1397,Caffè Nero,"248 Upper Richmond Rd W, East Sheen, London SW14 8AG, UK",51.46485,-0.2663304,Richmond upon Thames
1398,Caffè Nero,"21 Barnes High St, London SW13 9LW, UK",51.473678,-0.2495793,Richmond upon Thames
1399,Chinos Cafe,"82 Station Rd, Hampton TW12 2AX, UK",51.4150241,-0.3665422,Richmond upon Thames
1400,Coffee 091,"115 Nelson Rd, Twickenham TW2 7AZ, UK",51.453193,-0.3574197,Richmond upon Thames
1401,Coffee Corner,"28 Staines Rd, Twickenham TW2 5AH, UK",51.4441941,-0.3467007,Richmond upon Thames
1402,Coffee and Cake Co.,"30 Sheen Ln, East Sheen, London SW14 8LW, UK",51.4669014,-0.2669319,Richmond upon Thames
1403,Coffeeology,"4 The Square, London TW9 1DZ, UK",51.4613409,-0.302789,Richmond upon Thames
1404,Costa Coffee,"59-67 Broad St, Teddington TW11 8QZ, UK",51.4261212,-0.3370183,Richmond upon Thames
1405,Costa Coffee,"175 High St, Hampton Hill, Hampton TW12 1NL, UK",51.4282684,-0.3551568,Richmond upon Thames
1406,Costa Coffee,"420-422 Richmond Rd, Kingston upon Thames KT2 5PU, UK",51.4307932,-0.306831,Richmond upon Thames
1407,Costa Coffee,"26 London Rd, Twickenham TW1 3RR, UK",51.4477007,-0.3285342,Richmond upon Thames
1408,Costa Coffee,"81 High St, Twickenham TW2 7LD, UK",51.4509517,-0.3576821,Richmond upon Thames
1409,Costa Coffee,"Odeon, 72 Hill St, Richmond TW9 1TW, UK",51.4582203,-0.3053229,Richmond upon Thames
1410,Costa Coffee,"27c The Quadrant, Richmond TW9 1DN, UK",51.4630497,-0.3020594,Richmond upon Thames
1411,Costa Coffee,"389 Upper Richmond Rd W, East Sheen, London SW14 7NX, UK",51.4643391,-0.2679204,Richmond upon Thames
1412,Costa Coffee,"Unit C - Kew Retail Park, Richmond- On- Thames TW9 4AD, United Kingdom",51.4779236,-0.2788428,Richmond upon Thames
1413,Dolce Vita,"Waldegrave Road, Twickenham TW1 4SX, United Kingdom",51.436166,-0.335121,Richmond upon Thames
1414,Educated Palate,"96 Kew Rd, Richmond TW9 2PQ, UK",51.4661365,-0.2978302,Richmond upon Thames
1415,Esquires Coffee,"37-39 King St, Parade, Twickenham TW1 3SD, UK",51.4455096,-0.3294313,Richmond upon Thames
1416,Gelateria Danieli,"16 Brewers Ln, Richmond TW9 1HH, UK",51.4608111,-0.3052009,Richmond upon Thames
1417,Georgias Kitchen,"52 High St, Hampton Hill, Hampton TW12 1PD, UK",51.4260178,-0.3564595,Richmond upon Thames
1418,Giardino 14 Coffee Mortlake Train Station,"Platform 1 Mortlake Train Station, Sheen Ln SW14 8LN, United Kingdom",51.4681323,-0.2670657,Richmond upon Thames
1419,Greggs Richmond Road,"430 Richmond Rd, Kingston upon Thames KT2 5PU, UK",51.4310738,-0.3068765,Richmond upon Thames
1420,Grounded,"39 Crown Rd, Twickenham TW1 3EJ, UK",51.4537346,-0.3187502,Richmond upon Thames
1421,Harris + Hoole,"24 King St, Twickenham TW1 3SN, UK",51.446278,-0.3288744,Richmond upon Thames
1422,Harris + Hoole,"135 St. Margarets Rd, Twickenham TW1 1RG, UK",51.4556579,-0.3206756,Richmond upon Thames
1423,Hillstop Coffee & Sandwich Shop,"78 Broad St, Teddington TW11 8QT, UK",51.4262411,-0.3351548,Richmond upon Thames
1424,Holly & Co,"149 St. Margarets Rd, Twickenham TW1 1RG, UK",51.4560655,-0.3212176,Richmond upon Thames
1425,Hollyhock Vegetarian Fairtrade Cafe,"146 Petersham Rd, Richmond TW10 6UX, UK",51.4535755,-0.3013033,Richmond upon Thames
1426,Hussar's Espresso House,"23 High St, Hampton Wick, Kingston upon Thames KT1 4DA, UK",51.4122685,-0.3109451,Richmond upon Thames
1427,Kiss the Hippo Coffee,"50 George St, Richmond TW9 1HJ, UK",51.4609682,-0.3043575000000001,Richmond upon Thames
1428,Knot,"Richmond Station, Kew Rd, London TW9 2NA, UK",51.463232,-0.301716,Richmond upon Thames
1429,L'Amandine Patisserie and Coffee House,"202 Kingston Rd, Teddington TW11 9JD, UK",51.42121359999999,-0.3191872,Richmond upon Thames
1430,L'Amandine Patisserie and Coffee House,"48 Friars Stile Rd, Richmond TW10 6NQ, UK",51.455369,-0.296652,Richmond upon Thames
1431,Mambocino Caffe,"110 Heath Rd, Twickenham TW1 4BW, UK",51.445445,-0.335018,Richmond upon Thames
1432,Organically,"97 High St, Teddington TW11 8HG, UK",51.42738199999999,-0.3293003,Richmond upon Thames
1433,PAUL Richmond,"13 The Quadrant, Richmond TW9 1BP, UK",51.4620444,-0.3030747,Richmond upon Thames
1434,Palewell Cafe on the Common,"Palewell Common Dr, East Sheen, London SW14 8RE, UK",51.4593616,-0.2596901,Richmond upon Thames
1435,Paws For Coffee,"41 High St, Hampton Hill, Hampton TW12 1NB, UK",51.4240814,-0.3583691,Richmond upon Thames
1436,Peggy's Pantry,"72 Tower Rd, Twickenham TW1 4PP, UK",51.4388105,-0.3390063,Richmond upon Thames
1437,Pembroke Lodge,"Richmond Park, Richmond TW10 5HX, UK",51.4424302,-0.2946533,Richmond upon Thames
1438,Richmond Hill Bakery,"54 Friars Stile Rd, Richmond TW10 6NQ, UK",51.45547570000001,-0.2964243,Richmond upon Thames
1439,RiverSide Coffee,"410A Richmond Rd, London, Twickenham TW1 2EB, UK",51.4560778,-0.3089753,Richmond upon Thames
1440,Ruby45,"107 High St, Hampton Hill, Hampton TW12 1NJ, UK",51.4259648,-0.3568817,Richmond upon Thames
1441,SIFT Bakes & Brews,"5 Mortlake Terrace, Mortlake Rd, Richmond TW9 3DT, UK",51.482685,-0.286542,Richmond upon Thames
1442,Sapori TW1,"144 Heath Rd, Twickenham TW1 4BN, UK",51.4453761,-0.3367524,Richmond upon Thames
1443,Starbucks,"Sainsburys, Lower Richmond Rd, Richmond TW9 4LT, UK",51.4664858,-0.2867833,Richmond upon Thames
1444,Starbucks,"Station Parade, London TW9 3PS, UK",51.4774114,-0.2863126,Richmond upon Thames
1445,Starbucks Coffee,"70 High St, Teddington TW11 8JD, UK",51.4271526,-0.3302385,Richmond upon Thames
1446,Starbucks Coffee,"21 King St, Twickenham TW1 3SN, UK",51.4466648,-0.3283617,Richmond upon Thames
1447,Starbucks Coffee,"33-35 High Street Whitton, Twickenham TW2 7LD, UK",51.4520774,-0.3577862,Richmond upon Thames
1448,Starbucks Coffee,"Unit 1, Parkshot House, Richmond TW9 2NQ, United Kingdom",51.4636388,-0.3021057,Richmond upon Thames
1449,Stella's Cafe and Restaurant,"221 Powder Mill Ln, Twickenham TW2 6EH, UK",51.4491673,-0.3780427,Richmond upon Thames
1450,Sweet Cafe Hampton,"13 Wensleydale Rd, Hampton TW12 2LP, UK",51.41727119999999,-0.3695417,Richmond upon Thames
1451,The Alberts Deli,"2 Worple Way, Richmond TW10 6DF, UK",51.4615848,-0.2966715,Richmond upon Thames
1452,The Boathouse Cafe,"4 Barnes High St, Barnes, London SW13 9LB, UK",51.4733539,-0.248239,Richmond upon Thames
1453,The Coffee Bean,"37B High Street, Twickenham TW2 7LB, UK",51.4519645,-0.3577604,Richmond upon Thames
1454,The Coffee Box,"Platform 2 Strawberry Hill Station, Tower Rd, Twickenham TW1 4PP, United Kingdom",51.4389706,-0.3393957,Richmond upon Thames
1455,The Coffee Mill,"91 High St, Teddington TW11 8HG, UK",51.4273574,-0.3295483,Richmond upon Thames
1456,The Coffee Tree,"193 Waldegrave Rd, Teddington TW11 8LX, UK",51.4322618,-0.3385233,Richmond upon Thames
1457,The Corner Cafe & Deli,"1 The Broadway, London SW13 0NY, UK",51.4704114,-0.2561199,Richmond upon Thames
1458,The Fallow Deer Cafe,"130 High St, Teddington TW11 8JB, UK",51.4273579,-0.327947,Richmond upon Thames
1459,The French Tarte,"45 High St, Teddington TW11 8HA, UK",51.4272887,-0.3315836,Richmond upon Thames
1460,The Press Room,"London Rd, Twickenham TW1 3SZ, UK",51.44753859999999,-0.3288345,Richmond upon Thames
1461,The Robin Craft Cafe,"38 Sheen Ln, East Sheen, London SW14 8LW, UK",51.466721,-0.2669706,Richmond upon Thames
1462,Thyme at the Park,"29 High St, Hampton Hill, Hampton TW12 1NB, UK",51.4234593,-0.3587305,Richmond upon Thames
1463,Tide Tables Cafe,"2 The Arches, Richmond TW9 1TH, UK",51.45769319999999,-0.3062552,Richmond upon Thames
1464,Tiltyard Cafe,"Hampton Ct Rd, Molesey, East Molesey KT8 9AP, UK",51.4055708,-0.3388649,Richmond upon Thames
1465,Woof Coffee,"31 Broad St, Teddington TW11 8QZ, UK",51.426145,-0.338525,Richmond upon Thames
1466,h Coffee Bar,"6A Station Approach, Hampton TW12 2HY, UK",51.4167382,-0.3704357,Richmond upon Thames
1467,Anderson & Co,"139 Bellenden Rd, Peckham, London SE15 4DH, UK",51.46713519999999,-0.0722921,Southwark
1468,Apple Tree Children's Café,"27-29 Norwood Rd, Herne Hill, London SE24 9AA, UK",51.45191639999999,-0.101084,Southwark
1469,Black Cowboy Coffee,"Shopping Centre, Elephant and Castle, London SE1 6TE, UK",51.494931,-0.099337,Southwark
1470,Black Sheep Coffee,"81 Southwark St, London SE1 0HX, UK",51.5055085,-0.0995199,Southwark
1471,Black Sheep Coffee & Cocktails,"Unit 4 & 5A, Southbank Central, Hatfields, London SE1 9PG, United Kingdom",51.507515,-0.1073356,Southwark
1472,Brewbird,"29 Peckham Rd, Camberwell, London SE5 8UA, UK",51.4740482,-0.0832058,Southwark
1473,Brick House Bakery & Bar,"5, 12-16 Blenheim Grove, London SE15 4QL, United Kingdom",51.469708,-0.0690233,Southwark
1474,Caffè Nero,"G4/G9, Oxo Tower Wharf, Barge House Street, London SE1 9PH, United Kingdom",51.5084658,-0.1085577,Southwark
1475,Caffè Nero East Dulwich,"8-10 Lordship Ln, Dulwich, London SE22 8HN, UK",51.4602608,-0.07541239999999999,Southwark
1476,Chapter 72,"72 Bermondsey St, Bermondsey, London SE1 3UD, UK",51.5014197,-0.0823034,Southwark
1477,Costa Coffee,"52-54 Denmark Hill, Camberwell, London SE5 8RZ, UK",51.4729009,-0.0933367,Southwark
1478,Costa Coffee,"2 Rye Ln, Peckham, London SE15 5DW, UK",51.4732768,-0.0696821,Southwark
1479,Costa Coffee,"224 Walworth Rd, Walworth, London SE17 1RL, UK",51.4878502,-0.09537129999999999,Southwark
1480,Costa Coffee,"134-138 Borough High St, London SE1 1LB, UK",51.502588,-0.09251859999999999,Southwark
1481,Costa Coffee,"18 Great Suffolk St, London SE1 0UG, UK",51.5051175,-0.1014399,Southwark
1482,Craft Coffee Maltby Street,"Ropewalk, London SE1 3NY, UK",51.4994563,-0.07591959999999999,Southwark
1483,Crol and Co,"77 Dunton Rd, London SE1 5TW, UK",51.49133399999999,-0.075205,Southwark
1484,Daily Goods,"36 Camberwell Church St, Camberwell, London SE5 8QZ, UK",51.4737846,-0.09011419999999999,Southwark
1485,FCB Coffee,"Thames Path, London SE1 9JW, UK",51.5085622,-0.1027688,Southwark
1486,FCB Coffee Blackfriars,"Blackfriars station, Southern Concourse, Hopton St, London SE1 9JH, United Kingdom",51.5084899,-0.1027443,Southwark
1487,Fowlds Cafe,"3 Addington Square, Camberwell, London SE5 7JZ, UK",51.4807312,-0.0933946,Southwark
1488,Fuckoffee,"163 - 167 Bermondsey St, Bermondsey, London SE1 3UW, UK",51.4993594,-0.0811648,Southwark
1489,Harris + Hoole,"125 Tooley St, London SE1 2RT, UK",51.504345,-0.0818598,Southwark
1490,Hej Coffee,"1 Bermondsey Square, Bermondsey, London SE1 3UN, UK",51.4971598,-0.0811089,Southwark
1491,Kanella & Co.,"106 Lordship Ln, East Dulwich, London SE22 8HF, UK",51.4572122,-0.0757312,Southwark
1492,La Chatica Café,"2 Elephant Rd, London SE17 1LB, UK",51.4933475,-0.0988193,Southwark
1493,Leaf and Bean,"Brunel Rd, Rotherhithe, London SE16 4LD, UK",51.50068700000001,-0.051998,Southwark
1494,Lumberjack Cafe,"70 Camberwell Church St, Camberwell, London SE5 8QZ, UK",51.4734736,-0.0882505,Southwark
1495,Mama's Cafe,"225 Waterloo Rd, South Bank, London SE1 8XH, UK",51.4998677,-0.1069296,Southwark
1496,Marrakesh Food,"Cricklewood Broadway, South Bank, London SE1 9LZ, UK",51.5080972,-0.1074418,Southwark
1497,Mel's Cafe,"13 Ilderton Rd, Bermondsey, London SE16 3JU, UK",51.4882614,-0.0570358,Southwark
1498,Melange Chocolate,"2 Maxted Rd, Peckham, London SE15 4LL, UK",51.46624,-0.0727789,Southwark
1499,Monmouth Coffee Company,"2 Park St, London SE1 9AB, UK",51.50550759999999,-0.09142979999999999,Southwark
1500,Mono,"49 Denmark Hill, Camberwell, London SE5 8RS, UK",51.4717976,-0.0928507,Southwark
1501,Mr. Cappuccino London,"190 Jamaica Rd, Bermondsey, London SE16 4RT, UK",51.4981733,-0.06157279999999999,Southwark
1502,Nandine Street Food & Coffee,"21 St George's Rd, Elephant and Castle, London SE1 6ES, UK",51.4952713,-0.102625,Southwark
1503,Old Spike Roastery,"54 Peckham Rye, Peckham, London SE15 4JR, UK",51.4651552,-0.0666088,Southwark
1504,Origin Coffee Roasters,"84 Scoresby St, London SE1 0XN, UK",51.504264,-0.1035519,Southwark
1505,Piece Of Cake Cafe,"75 E Dulwich Grove, London SE22 8PR, UK",51.45872139999999,-0.0799423,Southwark
1506,Queens Coffee Bar,"2b King's Grove, Peckham, London SE15 2NB, UK",51.4738767,-0.0588542,Southwark
1507,Rise & Bloom,"44 Barry Rd, London SE22 0HU, UK",51.45720499999999,-0.0676175,Southwark
1508,Sapore Coffee Bar,"87 Borough Rd, London SE1 1DN, UK",51.4989622,-0.0995567,Southwark
1509,School House Cafe,"11 Monnow Rd, Bermondsey, London SE1 5RN, UK",51.4920088,-0.0675272,Southwark
1510,Secret Goldmine Cafe,"19, Old Jamaica Business Estate, 24 Old Jamaica Rd, Bermondsey, London SE16 4AW, UK",51.4971955,-0.0705367,Southwark
1511,Sidecar Coffee Bar,"5 Spare St, Walworth, London SE17 3EP, UK",51.4920047,-0.0991367,Southwark
1512,Starbucks,"Unit R1, The Gallery, 1 Bankside, London SE1 9TG, UK",51.5064816,-0.1000397,Southwark
1513,Starbucks,"Falcon Point, 54 Hopton St, London SE1 9JH, UK",51.5082623,-0.1021632,Southwark
1514,Starbucks Coffee,"unit b, 13-15 Surrey Quays Rd, Rotherhithe, London SE16 7LL, UK",51.4949002,-0.0465012,Southwark
1515,Starbucks Coffee,"Unit 1-3, Benbow House, New Globe Walk, Emerson St, London SE1 9DS, United Kingdom",51.508024,-0.0961867,Southwark
1516,The Coffee House,"63 Union St, London SE1 1SG, UK",51.5038306,-0.0946676,Southwark
1517,The CoffeeWorks Project,"235 Blackfriars Rd, London SE1 8BF, UK",51.5061538,-0.1042588,Southwark
1518,The Electric Elephant Cafe,"186A Crampton St, Walworth, London SE17 3AE, UK",51.4896399,-0.09932869999999999,Southwark
1519,The Parlour Herne Hill,"19 Norwood Rd, Herne Hill, London SE24 9AA, UK",51.4521117,-0.101192,Southwark
1520,The Roome Mayfair Bakery,"Mayfair Bakery, 23 Half Moon Ln, Herne Hill, London SE24 9JU, UK",51.45310569999999,-0.0999161,Southwark
1521,The Round - Peckham Rye,"Straker's Road, Peckham Rye Common, London SE15 3UA, United Kingdom",51.45889709999999,-0.062638,Southwark
1522,The South East Cakery & Café,"20 Upland Rd, East Dulwich, London SE22 9EF, UK",51.45712,-0.0691984,Southwark
1523,The Watch House,"199 Bermondsey St, Bermondsey, London SE1 3UW, UK",51.49799489999999,-0.0813122,Southwark
1524,Westland Coffee & Wine at Mountview,"120 Peckham Hill St, Peckham, London SE15 5JT, UK",51.474554,-0.0696778,Southwark
1525,cafe norris + knight,"118 Forest Hill Rd, Dulwich, London SE22 0NQ, UK",51.45152479999999,-0.05940569999999999,Southwark
1526,Bella Italia Coffee,"3 Westmead Rd, Sutton, Carshalton SM5 2NZ, UK",51.3663192,-0.1716892,Sutton
1527,Bourbons Coffee Shop,"23 Stonecot Hill, Sutton SM3 9HB, UK",51.384852,-0.2121691,Sutton
1528,Caffè Nero,"Unit 1, 72 Woodcote Rd, Wallington SM6 0LY, UK",51.3589644,-0.1498828,Sutton
1529,Caffè Nero,"1 Carshalton Rd, Sutton SM1 4RA, UK",51.36116,-0.1917882,Sutton
1530,Caffè Nero,"121 High St, Sutton SM1 1JG, UK",51.36343460000001,-0.1933913,Sutton
1531,Caffè Nero Worcester Park,"150-152 Central Rd, Worcester Park KT4 8HL, UK",51.37945,-0.243193,Sutton
1532,Cheam Park Cafe,"Cheam Park, Tudor Cl, Sutton SM3 8QS, UK",51.361036,-0.222666,Sutton
1533,Costa Coffee,"15 High St, Sutton SM3 8RF, UK",51.3579652,-0.2154936,Sutton
1534,Costa Coffee,"176 High St, Sutton SM1 1NL, UK",51.3652324,-0.1937723,Sutton
1535,Costa Coffee,"31-33 High St, Carshalton SM5 3AX, UK",51.3655693,-0.1606193,Sutton
1536,Costa Coffee,"B, The Old Gas Works, 287 High St, Sutton SM1 1AN, UK",51.3685641,-0.1956866,Sutton
1537,Costa Coffee,"518-520, London Rd, Sutton SM3 8HW, UK",51.3715522,-0.2269497,Sutton
1538,Costa Coffee,"149 Central Rd, Worcester Park KT4 8DT, UK",51.37918490000001,-0.2432674,Sutton
1539,Costa Coffee Rose Hill,"The Market, 29 Wrythe Ln, Sutton, Carshalton SM5 1AG, UK",51.3834075,-0.1889103,Sutton
1540,Cox Pippin Cafe,"32 Wallington Square, Wallington SM6 8RG, UK",51.3584,-0.148607,Sutton
1541,Crown Cafe Rosehill,"The Market, 27 Wrythe Ln, Sutton, Carshalton SM5 1AG, UK",51.3833436,-0.1887421,Sutton
1542,Dotty's Teahouse,"108 High St, Carshalton SM5 3AE, UK",51.3656953,-0.1589388,Sutton
1543,Esquires Coffee,"St Nicholas Shopping Centre, St Nicholas Way SM1 1AY, United Kingdom",51.3641762,-0.1944799,Sutton
1544,Flittons Nursery & Plant Centre,"51 Woodmansterne Ln, Wallington SM6 0SW, UK",51.3417778,-0.1523063,Sutton
1545,Greggs Worcester Park,"125 Central Rd, Worcester Park KT4 8DY, UK",51.3788553,-0.2424205,Sutton
1546,HIGH VOLTAGE VAPING AND COFFEE SHOP,"103 Stanley Park Rd, Carshalton SM5 3JJ, UK",51.35476,-0.162385,Sutton
1547,Mad Coffee Bar,"61 Lind Rd, Sutton SM1 4PP, UK",51.3654117,-0.1863397,Sutton
1548,Mad Coffee Bar,"61 Lind Rd, Sutton SM1 4PP, UK",51.3654136,-0.1863387,Sutton
1549,Old Inn House,"1, Carshalton Rd, Sutton SM1 4RA, UK",51.36107519999999,-0.1917832,Sutton
1550,Patisserie Valerie - Sutton Surrey,"116A High St, Sutton SM1 1LU, UK",51.3632372,-0.1927117,Sutton
1551,Pavilion Cafe,"Church Rd, Wallington SM6 7NN, UK",51.3753725,-0.1440598,Sutton
1552,Rosehill Cafe,"The Market, Wrythe Ln, Sutton, Carshalton SM5 1AG, UK",51.38252,-0.187149,Sutton
1553,Rumbles Coffee Shop,"4 Cheam Common Rd, Worcester Park, Sutton KT4 8RW, UK",51.371139,-0.228228,Sutton
1554,Sassis in the Grove,"Grove Cottage, 1 High St, Carshalton SM5 3BB, UK",51.366249,-0.160139,Sutton
1555,Starbucks Coffee,"Unit 1, Times Square Shopping Centre, 132 High St, Sutton SM1 1EX, United Kingdom",51.3644136,-0.1933526,Sutton
1556,Starbucks Coffee,"566 London Rd, Sutton SM3 9AA, UK",51.372404,-0.2249556,Sutton
1557,"Starbucks, Sutton Station - Platform 1","Railway Bridge, High St, Sutton SM1 1JA, UK",51.3598446,-0.1907144,Sutton
1558,Tazza Coffee,"188 High St, Sutton SM1 1NR, UK",51.3656298,-0.1939832,Sutton
1559,The Coffee Zone,"10 Station Way, Sutton SM3 8SD, UK",51.3572849,-0.2165132,Sutton
1560,Tudor Cafe,"127 Wrythe Ln, Sutton, Carshalton SM5 2RU, UK",51.37563979999999,-0.1775913,Sutton
1561,Wallington Garden Cafe,"Shotfield, Wallington SM6 0NB, UK",51.3578275,-0.1507552,Sutton
1562,Woodcote Green Garden Centre & Nurseries,"4a Woodmansterne Ln, Wallington SM6 0SU, UK",51.3465449,-0.1517594,Sutton
1563,easyCoffee Sutton,"291 High St, Sutton SM1 1AN, UK",51.3684413,-0.195291,Sutton
1564,easyCoffee kiosk Sutton,"Site nr 6, St Nicholas Way, St Nicholas Centre, Sutton SM1 1AY, United Kingdom",51.3652788,-0.1946958,Sutton
1565,Aldgate Coffee House,"68 Whitechapel High St, Shadwell, London E1 7PL, UK",51.5159345,-0.06965489999999999,Tower Hamlets
1566,Allpress Espresso Bar,"58 Redchurch St, Shoreditch, London E2 7DP, UK",51.5244388,-0.0742553,Tower Hamlets
1567,Bell Boi,"104 Sclater St, Shoreditch, London E1 6HR, UK",51.5234612,-0.0717162,Tower Hamlets
1568,Black Sheep Coffee,"45 Bank St, Canary Wharf, London E14 5NY, UK",51.5030746,-0.0185756,Tower Hamlets
1569,Cafe 338 London,"338 Bethnal Green Rd, London E2 0AG, UK",51.5264594,-0.0632654,Tower Hamlets
1570,Cafe Brera,"31 Westferry Circus, Canary Wharf, London E14 8RR, UK",51.5060555,-0.0279396,Tower Hamlets
1571,Caffè Nero,"20, Canary Wharf, Jubilee, London E14 5NY, United Kingdom",51.5028598,-0.0183581,Tower Hamlets
1572,Café marrone,"67 Watney St, Shadwell, London E1 2QE, UK",51.5116899,-0.05630959999999999,Tower Hamlets
1573,Canary Coffee,"40 Marsh Wall, Isle of Dogs, London E14 9TP, UK",51.50113229999999,-0.0230918,Tower Hamlets
1574,Carmelite Cafe,"181 Bow Rd, Bow, London E3 2SJ, UK",51.5290428,-0.017887,Tower Hamlets
1575,Cinnamon Coffee Shop,"103 Wapping Ln, Wapping, London E1W 2RW, UK",51.50473410000001,-0.05722729999999999,Tower Hamlets
1576,Climpson's Coffee Bar at Old Spitalfields Market,"Pod 3 Old Spitalfields Market, Commercial St, London E1 6EW, United Kingdom",51.51985699999999,-0.075127,Tower Hamlets
1577,Coffee Republic,"208 Whitechapel Rd, Whitechapel, London E1 1BJ, UK",51.5193285,-0.0576613,Tower Hamlets
1578,Costa Coffee,"RP365, Cabot Square, Canary Wharf, London E14 4QS, UK",51.5049157,-0.0200511,Tower Hamlets
1579,Costa Coffee,"The Café, Tower Vaults, 1 Tower Hill Terrace, London EC3N 4EE, United Kingdom",51.5091916,-0.0783547,Tower Hamlets
1580,Costa Coffee,"132 Commercial St, Shoreditch, London E1 6AZ, UK",51.52126560000001,-0.07504469999999999,Tower Hamlets
1581,Costa Coffee,"Unit 1 & 2, 64-66 Bethnal Green Rd, Bethnal Green, London E1 6GQ, UK",51.5242799,-0.0727029,Tower Hamlets
1582,Costa Coffee,"556 Mile End Rd, Bow, London E3 4PL, UK",51.5246061,-0.0353278,Tower Hamlets
1583,Costa Coffee Roman Road,"554-556 Roman Rd, Bow, London E3 5ES, UK",51.5328162,-0.0302184,Tower Hamlets
1584,Crosstown Shoreditch - Doughnuts & Coffee,"157 Brick Ln, Shoreditch, London E1 6SB, UK",51.5244401,-0.0716875,Tower Hamlets
1585,Destiny - Cafe,"2, 3 Limeharbour, Isle of Dogs, London E14 9LS, UK",51.4979887,-0.0133212,Tower Hamlets
1586,DoCaSa London,"7 Westferry Circus, Canary Wharf, London E14 4HD, UK",51.5063307,-0.0262387,Tower Hamlets
1587,EAT.,"UNIT 1, Canada Pl, Canary Wharf, London E14 5AH, UK",51.5050332,-0.0189368,Tower Hamlets
1588,Gardiners Sandwich Shop,"630 Mile End Rd, Mile End, London E3 4PH, UK",51.5257556,-0.0310089,Tower Hamlets
1589,HWK COFFEE & BAR,"29 White Post Ln, Hackney Wick, London E9 5EN, UK",51.5431617,-0.0245918,Tower Hamlets
1590,Hackney Coffee Company,"503 Hackney Rd, London E2 9ED, UK",51.532546,-0.058421,Tower Hamlets
1591,Holy Shot Coffee,"155 Bethnal Green Rd, London E2 7DG, UK",51.525495,-0.070586,Tower Hamlets
1592,Husk Coffee & Creative Space,"649-651 Commercial Rd, Limehouse, London E14 7LW, UK",51.512941,-0.0383121,Tower Hamlets
1593,Jonestown Coffee,"215 Bethnal Green Rd, Bethnal Green, London E2 6BS, UK",51.526179,-0.06794499999999999,Tower Hamlets
1594,KAFE 1788,"4 Vesey Path, Poplar, London E14 6BT, UK",51.511494,-0.0141422,Tower Hamlets
1595,Kahaila Cafe,"135 Brick Ln, Shoreditch, London E1 6SB, UK",51.5238032,-0.0715664,Tower Hamlets
1596,Lanark Coffee,"262 Hackney Rd, London E2 7SQ, UK",51.5309275,-0.0690763,Tower Hamlets
1597,Lemans Cafe,"121 Leman St, Whitechapel, London E1 8EY, UK",51.5118271,-0.0688903,Tower Hamlets
1598,Little Peculiar,"Bow Rd, Bow, London E3 4DH, UK",51.5270976,-0.0246274,Tower Hamlets
1599,Long & Short Coffee,"The Tea Rooms next to Digitas and The Backyard Market, inside the arches, Brick Ln, London E1 6QL, United Kingdom",51.5212099,-0.0715084,Tower Hamlets
1600,Magus Coffee Shop,"357 Roman Rd, Bow, London E3 5QR, UK",51.5312448,-0.0390547,Tower Hamlets
1601,Mobile Coffee Shop Randevu,"Limehouse, London E14 7JD, UK",51.5125092,-0.0397644,Tower Hamlets
1602,Mouse Tail Coffee Stories,"Canary Wharf, London E14 4AY, UK",51.5070298,-0.0224774,Tower Hamlets
1603,New Boxer Coffee Shop,"A, 111 Commercial Rd, Aldgate, London E1 1RD, UK",51.5150154,-0.06360160000000001,Tower Hamlets
1604,Notes,"Unit CR24, Crossrail Pl, London E14 5AR, UK",51.506116,-0.0186137,Tower Hamlets
1605,Notes Coffee Roasters,"Canary Wharf, London E14 4JB, United Kingdom",51.50363369999999,-0.0191163,Tower Hamlets
1606,Nude Coffee Roasters,"8 Bell Ln, Spitalfields, London E1 7LA, UK",51.5169487,-0.075338,Tower Hamlets
1607,Nude Espresso,"26 Hanbury St, Spitalfields, London E1 6QR, UK",51.5202367,-0.0727052,Tower Hamlets
1608,Nude Espresso Roastery,"26 Hanbury St, Spitalfields, London E1 6QR, UK",51.5202481,-0.0727013,Tower Hamlets
1609,Pennyfields,"7 Pennyfields, Poplar, London E14 8HP, UK",51.5097634,-0.0250454,Tower Hamlets
